#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-12-10T05:56:13 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5fd1ae19b206	
#INFO	-out.max=unlimited	
#INFO	queryParameters=23	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/A+A/632/A77&tab:{J/A+A/632/A77/3hsp-v9}&key:source=J/A+A/632/A77/3hsp-v9&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/632/A77/3hsp-v9
#-order=I
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=sflag
#-out=BZCat
#-out=lognu
#-out=lognufnu
#-out=f_lognu
#-out=z
#-out=f_z
#-out=Gamma
#-out=FOM
#-out=WHSP
#

#RESOURCE=yCat_36320077
#Name: J/A+A/632/A77
#Title: 3HSP blazars catalog (Chang+, 2019)
#Table	J_A_A_632_A77_3hsp-v9:
#Name: J/A+A/632/A77/3hsp-v9
#Title: The 3HSP catalog (table 1)
#Column	_RAJ2000	(A13)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A13)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(A20)	Designation (3HSPJHHMMSS.s+DDMMSS)	[ucd=meta.id;phys.atmol.configuration]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	sflag	(I1)	[0/4] Source Flag (1)	[ucd=meta.code]
#Column	BZCat	(A14)	BZCat counterpart (5BZ[BGU]JHHMMSS.s+DDMMSS)	[ucd=meta.id.cross]
#Column	lognu	(F4.1)	Log Synchrotron peak frequency	[ucd=em.freq;stat.max]
#Column	lognufnu	(F5.1)	Log Synchrotron peak flux (erg/cm^2^/s)	[ucd=phot.flux.density;em.gamma.hard]
#Column	f_lognu	(I1)	[1/3] Synchrotron peak estimation flag (G1)	[ucd=meta.code]
#Column	z	(F7.4)	? Redshift	[ucd=src.redshift]
#Column	f_z	(I1)	[0/5]? Redshift flag (G1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(A18)	Fermi gamma-ray counterpart	[ucd=meta.id.cross]
#Column	FOM	(F5.2)	Figure of Merit (G2)	[ucd=meta.code.qual]
#Column	WHSP	(A21)	2WHSP counterpart (2WHSPJHHMMSS.s+DDMMSS)	[ucd=meta.id.cross]
_RAJ2000|_DEJ2000|Name|RAJ2000|DEJ2000|sflag|BZCat|lognu|lognufnu|f_lognu|z|f_z|Gamma|FOM|WHSP
11 55 22.0704|-13 51 10.692|3HSPJ115522.1-135110|178.84196|-13.85297|0|              |15.3|-12.7|1| 0.4700|5|                  | 0.08|2WHSPJ115522.0-135110
11 55 31.3104|+06 08 55.716|3HSPJ115531.3+060855|178.88046|+06.14881|0|              |16.7|-12.8|1| 0.3680|1|                  | 0.06|2WHSPJ115531.3+060854
11 56 33.2208|-22 50 04.200|3HSPJ115633.2-225004|179.13842|-22.83450|0|              |15.3|-12.1|1|       | |4FGL J1156.6-2248 | 0.32|2WHSPJ115633.1-225003
11 56 46.5600|+42 38 07.512|3HSPJ115646.6+423807|179.19400|+42.63542|0|5BZGJ1156+4238|16.2|-12.5|1| 0.1720|1|                  | 0.13|2WHSPJ115646.4+423807
11 56 53.1888|+24 12 46.008|3HSPJ115653.2+241246|179.22162|+24.21278|1|              |16.2|-12.0|1| 0.1450|1|                  | 0.40|2WHSPJ115653.0+241246
11 57 09.5304|+28 22 00.696|3HSPJ115709.5+282200|179.28971|+28.36686|0|5BZGJ1157+2822|16.6|-12.3|1| 0.3000|1|                  | 0.20|2WHSPJ115709.4+282200
11 58 03.7488|-03 33 37.584|3HSPJ115803.7-033337|179.51562|-03.56044|1|              |16.5|-12.5|2| 0.3700|5|                  | 0.13|2WHSPJ115803.7-033337
11 58 53.2008|+08 19 43.284|3HSPJ115853.0+081943|179.72167|+08.32869|0|              |16.1|-12.2|1| 0.2900|1|4FGL J1158.9+0818 | 0.25|2WHSPJ115853.2+081942
11 59 04.3704|+21 02 09.312|3HSPJ115904.4+210209|179.76821|+21.03592|2|              |16.6|-12.2|1| 0.3500|1|                  | 0.25|2WHSPJ115904.3+210208
11 59 12.6312|-14 31 54.804|3HSPJ115912.6-143154|179.80263|-14.53189|0|              |16.5|-12.4|2| 0.4800|5|4FGL J1158.8-1430 | 0.16|
12 00 55.1112|-14 30 39.708|3HSPJ120055.1-143039|180.22963|-14.51103|0|              |16.2|-12.4|1| 0.4800|5|4FGL J1200.8-1429 | 0.16|
12 01 06.1896|-00 07 01.416|3HSPJ120106.2-000701|180.27579|-00.11706|0|5BZGJ1201-0007|16.5|-12.4|1| 0.1650|1|                  | 0.16|2WHSPJ120106.1-000700
12 01 36.0408|-06 07 34.284|3HSPJ120136.0-060734|180.40017|-06.12619|2|              |15.4|-12.4|1|       | |                  | 0.16|2WHSPJ120136.0-060733
12 02 05.7696|+28 33 26.208|3HSPJ120205.8+283326|180.52404|+28.55728|2|              |16.8|-12.6|1| 0.3790|1|                  | 0.10|2WHSPJ120205.7+283325
12 03 17.8896|-39 26 20.904|3HSPJ120317.9-392620|180.82454|-39.43914|0|              |16.2|-12.1|1| 0.2800|5|4FGL J1203.4-3925 | 0.32|2WHSPJ120317.8-392620
12 04 12.1200|+11 45 55.404|3HSPJ120412.1+114555|181.05050|+11.76539|0|5BZBJ1204+1145|16.6|-11.6|1| 0.2960|1|4FGL J1204.0+1146 | 1.00|2WHSPJ120412.1+114555
12 04 16.6608|-07 10 09.012|3HSPJ120416.7-071009|181.06942|-07.16917|0|5BZGJ1204-0710|15.0|-11.4|1| 0.1840|1|4FGL J1204.2-0709 | 1.58|
12 04 40.3200|+50 39 27.792|3HSPJ120440.3+503927|181.16800|+50.65772|0|              |15.1|-13.2|1| 0.7000|5|                  | 0.03|2WHSPJ120440.3+503926
12 04 44.8104|-03 21 44.316|3HSPJ120444.8-032144|181.18671|-03.36231|2|              |16.6|-12.4|1| 0.7000|5|                  | 0.16|2WHSPJ120444.8-032143
12 04 54.1104|+53 30 37.512|3HSPJ120454.1+533037|181.22546|+53.51042|1|              |16.8|-12.8|1| 0.4020|1|                  | 0.06|2WHSPJ120454.1+533037
12 05 43.2696|+58 29 33.612|3HSPJ120543.3+582933|181.43029|+58.49267|0|              |15.0|-12.9|1| 0.4000|2|                  | 0.05|2WHSPJ120543.2+582932
12 07 11.4888|-17 46 05.916|3HSPJ120711.5-174605|181.79787|-17.76831|0|5BZBJ1207-1746|17.3|-11.9|1| 0.7000|3|                  | 0.50|
12 07 44.6592|+31 48 51.408|3HSPJ120744.7+314851|181.93608|+31.81428|0|              |16.8|-12.2|1| 0.6700|1|                  | 0.25|2WHSPJ120744.5+314851
12 08 04.3296|+30 15 49.896|3HSPJ120804.3+301549|182.01804|+30.26386|0|5BZBJ1208+3015|15.0|-12.2|3| 0.3300|4|4FGL J1208.1+3017 | 0.25|
12 08 18.0192|-29 37 59.700|3HSPJ120818.0-293759|182.07508|-29.63325|0|5BZBJ1208-2937|16.4|-12.3|1| 0.2490|1|                  | 0.20|2WHSPJ120817.9-293759
12 08 37.1304|+61 21 06.408|3HSPJ120837.1+612106|182.15471|+61.35178|0|5BZUJ1208+6121|15.6|-12.2|1| 0.2750|1|4FGL J1208.4+6121 | 0.25|
12 08 50.6496|+45 29 51.216|3HSPJ120850.6+452951|182.21104|+45.49756|2|              |16.3|-12.8|1| 0.6540|1|                  | 0.06|2WHSPJ120850.5+452951
12 09 05.1912|-46 29 48.408|3HSPJ120905.2-462948|182.27163|-46.49678|0|              |15.4|-12.4|1|       | |4FGL J1209.0-4630 | 0.16|2WHSPJ120905.1-462948
12 09 38.2992|+02 10 17.400|3HSPJ120938.3+021017|182.40958|+02.17150|0|5BZBJ1209+0210|16.2|-12.3|1| 0.2910|2|                  | 0.20|2WHSPJ120938.2+021017
12 10 17.7288|+02 23 43.512|3HSPJ121017.7+022343|182.57387|+02.39542|1|5BZGJ1210+0223|16.0|-12.4|2| 0.3830|1|                  | 0.16|2WHSPJ121017.6+022343
12 10 26.5896|+39 29 08.412|3HSPJ121026.6+392908|182.61079|+39.48567|0|5BZBJ1210+3929|17.7|-11.9|1| 0.6170|1|                  | 0.50|2WHSPJ121026.5+392908
12 10 38.3304|-25 27 13.788|3HSPJ121038.3-252713|182.65971|-25.45383|1|              |16.6|-12.2|1| 0.4700|5|                  | 0.25|2WHSPJ121038.2-252712
12 11 28.9704|-07 22 39.684|3HSPJ121129.0-072239|182.87071|-07.37769|0|              |16.3|-12.5|1| 0.2800|5|                  | 0.13|2WHSPJ121128.9-072239
12 11 34.0992|+39 00 55.512|3HSPJ121134.2+390053|182.89208|+39.01542|1|5BZBJ1211+3900|17.5|-12.2|2| 0.6020|2|4FGL J1211.6+3901 | 0.25|
12 11 58.6200|+22 42 33.192|3HSPJ121158.6+224233|182.99425|+22.70922|0|5BZBJ1211+2242|17.6|-11.6|1| 0.4530|1|4FGL J1212.0+2242 | 1.00|2WHSPJ121158.6+224233
12 13 00.8208|+51 29 35.700|3HSPJ121300.8+512935|183.25342|+51.49325|0|5BZBJ1213+5129|16.0|-12.2|1| 0.7960|2|4FGL J1213.0+5129 | 0.25|2WHSPJ121300.7+512935
12 13 23.1288|-26 18 07.704|3HSPJ121323.1-261807|183.34637|-26.30214|0|5BZBJ1213-2618|17.7|-11.3|1| 0.2780|1|4FGL J1213.3-2618 | 2.00|2WHSPJ121323.0-261806
12 14 07.5192|+29 03 28.908|3HSPJ121407.5+290328|183.53133|+29.05803|0|              |16.6|-12.5|1| 0.4690|1|                  | 0.13|2WHSPJ121407.5+290328
12 15 10.9800|+07 32 04.704|3HSPJ121511.0+073204|183.79575|+07.53464|0|5BZGJ1215+0732|16.3|-11.6|1| 0.1370|1|4FGL J1215.1+0731 | 1.00|2WHSPJ121510.9+073203
12 16 03.2688|-02 43 04.512|3HSPJ121603.3-024304|184.01362|-02.71792|2|5BZBJ1216-0243|15.9|-12.2|1| 0.3590|2|4FGL J1216.1-0242 | 0.25|2WHSPJ121603.1-024304
12 16 06.2112|+09 29 09.600|3HSPJ121606.2+092909|184.02588|+09.48600|0|5BZGJ1216+0929|15.9|-12.1|1| 0.0940|1|4FGL J1216.1+0930 | 0.32|
12 16 18.3504|+20 59 57.012|3HSPJ121618.4+205957|184.07646|+20.99917|1|              |16.5|-12.3|2| 0.6070|1|                  | 0.20|2WHSPJ121618.2+205957
12 18 15.7608|+32 23 44.592|3HSPJ121815.8+322344|184.56567|+32.39572|1|              |16.5|-12.8|1| 0.6300|1|                  | 0.06|2WHSPJ121815.7+322344
12 19 02.9904|+40 24 42.588|3HSPJ121903.0+402442|184.76246|+40.41183|1|              |15.7|-12.7|1| 0.5000|5|                  | 0.08|2WHSPJ121902.8+402442
12 19 19.3896|+30 39 37.404|3HSPJ121919.4+303937|184.83079|+30.66039|1|              |15.7|-12.6|1| 0.2430|1|                  | 0.10|2WHSPJ121919.3+303937
12 19 44.9712|+04 46 22.404|3HSPJ121945.0+044622|184.93738|+04.77289|4|5BZBJ1219+0446|15.0|-12.1|2| 0.2800|4|4FGL J1219.7+0444 | 0.32|
12 19 45.7104|-03 14 23.784|3HSPJ121945.7-031423|184.94046|-03.23994|0|5BZBJ1219-0314|16.0|-11.8|1| 0.2990|1|4FGL J1219.7-0313 | 0.63|2WHSPJ121945.7-031422
12 20 12.1488|-00 03 06.912|3HSPJ122012.1-000306|185.05062|-00.05192|0|5BZBJ1220-0003|15.8|-12.3|1| 0.7000|3|                  | 0.20|2WHSPJ122012.1-000306
12 20 14.5296|-24 59 48.588|3HSPJ122014.5-245948|185.06054|-24.99683|0|              |17.0|-11.8|3| 0.4800|5|4FGL J1220.1-2458 | 0.63|
12 20 19.8096|-37 14 14.208|3HSPJ122019.1-371414|185.08254|-37.23728|0|              |16.0|-11.8|1| 0.2800|5|4FGL J1220.2-3713 | 0.63|2WHSPJ122019.8-371413
12 20 33.6192|+03 38 07.908|3HSPJ122033.6+033807|185.14008|+03.63553|1|              |15.7|-13.2|1| 0.8000|5|                  | 0.03|2WHSPJ122033.5+033807
12 20 44.5608|+69 05 25.404|3HSPJ122044.6+690525|185.18567|+69.09039|0|              |17.2|-12.0|1| 0.3600|5|3FGL J1218.5+6912 | 0.40|2WHSPJ122044.5+690525
12 21 07.7808|+47 42 28.512|3HSPJ122107.8+474228|185.28242|+47.70792|0|5BZGJ1221+4742|16.8|-12.2|1| 0.2100|1|                  | 0.25|2WHSPJ122107.6+474228
12 21 14.4408|+35 22 39.684|3HSPJ122114.4+352239|185.31017|+35.37769|1|              |16.0|-12.7|1| 0.5100|1|                  | 0.08|2WHSPJ122114.4+352238
12 21 21.9504|+30 10 37.200|3HSPJ122122.0+301037|185.34146|+30.17700|0|5BZBJ1221+3010|16.8|-10.8|1| 0.1800|1|4FGL J1221.3+3010 | 6.31|2WHSPJ122121.9+301036
12 21 58.0704|+49 34 13.800|3HSPJ122158.1+493413|185.49196|+49.57050|1|              |16.5|-13.1|1| 0.5980|1|                  | 0.03|2WHSPJ122158.0+493413
12 22 08.7792|+03 07 18.516|3HSPJ122208.8+030718|185.53658|+03.12181|0|              |17.5|-11.8|3| 0.5030|1|                  | 0.63|2WHSPJ122208.6+030718
12 22 11.4096|+35 40 58.404|3HSPJ122211.0+354058|185.54754|+35.68289|0|5BZBJ1222+3540|15.3|-12.3|1| 0.5700|3|                  | 0.20|2WHSPJ122211.4+354058
12 22 39.3888|-34 58 41.592|3HSPJ122239.4-345841|185.66412|-34.97822|0|              |15.8|-11.9|1|       | |                  | 0.50|2WHSPJ122239.2-345841
12 23 04.9008|+45 34 44.184|3HSPJ122304.1+453444|185.77042|+45.57894|0|              |17.0|-12.9|1| 0.4300|5|                  | 0.05|2WHSPJ122304.9+453444
12 23 07.2408|+11 00 38.088|3HSPJ122307.2+110038|185.78017|+11.01058|4|              |16.4|-12.3|1| 0.5000|4|4FGL J1223.0+1100 | 0.20|2WHSPJ122307.2+110038
12 23 27.4992|+08 20 30.516|3HSPJ122327.5+082030|185.86458|+08.34181|0|              |15.1|-12.5|1|       | |4FGL J1223.5+0818 | 0.13|
12 23 37.0104|-30 32 50.100|3HSPJ122337.0-303250|185.90421|-30.54725|0|              |16.3|-11.7|1| 0.2600|5|4FGL J1223.6-3032 | 0.79|2WHSPJ122337.0-303249
12 23 40.1496|+12 42 03.600|3HSPJ122340.1+124203|185.91729|+12.70100|1|              |15.9|-12.6|1| 0.3400|5|                  | 0.10|2WHSPJ122340.0+124202
12 23 52.1208|+30 27 26.784|3HSPJ122352.1+302726|185.96717|+30.45744|1|              |16.7|-12.9|1| 0.6300|5|                  | 0.05|2WHSPJ122352.0+302725
12 23 53.0208|+46 50 48.804|3HSPJ122353.0+465048|185.97092|+46.84689|0|5BZGJ1223+4650|15.5|-12.5|1| 0.2500|1|FL8Y J1223.8+4650 | 0.13|2WHSPJ122352.9+465048
12 23 58.0608|+79 53 28.212|3HSPJ122358.1+795328|185.99192|+79.89117|0|5BZBJ1223+7953|15.1|-12.7|1| 0.2900|5|4FGL J1223.9+7954 | 0.08|
12 24 01.0104|+22 39 39.312|3HSPJ122401.0+223939|186.00421|+22.66092|0|5BZBJ1224+2239|15.6|-12.5|1| 0.4820|1|4FGL J1224.1+2239 | 0.13|
12 24 24.1992|+24 36 23.616|3HSPJ122424.2+243623|186.10083|+24.60656|0|5BZBJ1224+2436|16.1|-11.2|1| 0.2180|1|4FGL J1224.4+2436 | 2.51|2WHSPJ122424.1+243623
12 25 14.2200|+72 14 47.616|3HSPJ122514.2+721447|186.30925|+72.24656|0|5BZBJ1225+7214|17.5|-11.8|3| 0.1140|1|                  | 0.63|2WHSPJ122514.2+721447
12 25 25.2912|-15 53 17.016|3HSPJ122525.3-155317|186.35538|-15.88806|1|              |16.2|-12.4|1| 0.3400|5|                  | 0.16|2WHSPJ122525.1-155317
12 25 36.8208|-34 47 21.912|3HSPJ122536.8-344721|186.40342|-34.78942|0|              |16.3|-12.0|1| 0.3100|5|4FGL J1225.3-3446 | 0.40|
12 26 44.2200|+06 38 53.088|3HSPJ122644.2+063853|186.68425|+06.64808|0|5BZBJ1226+0638|15.9|-11.6|1| 0.5830|1|4FGL J1226.7+0637 | 1.00|2WHSPJ122644.2+063853
12 28 09.1200|-02 21 36.216|3HSPJ122809.1-022136|187.03800|-02.36006|0|5BZBJ1228-0221|16.8|-12.1|1| 0.3230|1|                  | 0.32|2WHSPJ122809.1-022135
12 28 20.5296|+15 56 55.104|3HSPJ122820.5+155655|187.08554|+15.94864|0|              |15.8|-12.2|1| 0.2320|1|                  | 0.25|2WHSPJ122820.5+155654
12 29 03.0192|-14 02 51.396|3HSPJ122903.0-140251|187.26258|-14.04761|1|              |16.1|-12.3|1| 0.4700|5|                  | 0.20|2WHSPJ122902.9-140250
12 29 44.5296|+16 40 04.692|3HSPJ122944.5+164004|187.43554|+16.66797|0|              |16.8|-12.3|1| 0.6820|2|                  | 0.20|2WHSPJ122944.5+164004
12 30 14.0808|+25 18 07.092|3HSPJ123014.1+251807|187.55867|+25.30197|0|5BZBJ1230+2518|15.0|-10.7|1| 0.1350|2|4FGL J1230.2+2517 | 7.94|2WHSPJ123013.9+251806
12 31 23.9088|+14 21 24.408|3HSPJ123123.1+142124|187.84962|+14.35678|0|5BZBJ1231+1421|15.4|-11.8|1| 0.2560|1|4FGL J1231.5+1421 | 0.63|2WHSPJ123123.8+142124
12 31 31.3992|+64 14 18.312|3HSPJ123131.4+641418|187.88083|+64.23842|0|5BZBJ1231+6414|16.4|-11.8|1| 0.1630|1|4FGL J1231.6+6415 | 0.63|2WHSPJ123131.3+641417
12 31 43.5600|+28 47 49.704|3HSPJ123143.6+284749|187.93150|+28.79714|0|5BZBJ1231+2847|15.0|-11.4|1| 0.2360|1|4FGL J1231.7+2847 | 1.58|
12 32 04.9704|-10 56 00.600|3HSPJ123205.0-105600|188.02071|-10.93350|0|              |16.3|-12.7|1| 0.1900|5|                  | 0.08|
12 32 35.9496|-37 20 56.904|3HSPJ123235.9-372056|188.14979|-37.34914|0|              |16.3|-12.3|1| 0.2500|5|4FGL J1232.5-3720 | 0.20|
12 33 05.1312|+17 01 33.312|3HSPJ123305.1+170133|188.27138|+17.02592|0|5BZBJ1233+1701|16.1|-11.8|1| 0.2400|4|4FGL J1233.1+1703 | 0.63|
12 33 53.4312|+14 59 25.692|3HSPJ123353.4+145925|188.47263|+14.99047|1|              |16.1|-12.8|1| 0.5200|5|                  | 0.06|2WHSPJ123353.3+145925
12 34 02.3688|+28 15 02.016|3HSPJ123402.4+281502|188.50987|+28.25056|1|              |16.4|-12.3|1| 0.4540|1|                  | 0.20|2WHSPJ123402.2+281502
12 34 17.1504|-38 56 35.016|3HSPJ123417.2-385635|188.57146|-38.94306|0|5BZBJ1234-3856|16.2|-11.7|1| 0.2360|1|                  | 0.79|2WHSPJ123417.0-385635
12 34 44.2200|-04 36 22.392|3HSPJ123444.2-043622|188.68425|-04.60622|0|              |15.0|-12.0|3|       | |4FGL J1234.7-0434 | 0.40|
12 35 11.1888|-14 03 23.400|3HSPJ123511.2-140323|188.79662|-14.05650|0|5BZBJ1235-1403|17.0|-11.8|1| 0.4000|1|                  | 0.63|2WHSPJ123511.0-140323
12 35 54.7296|+05 52 13.584|3HSPJ123554.7+055213|188.97804|+05.87044|1|              |16.2|-12.8|1| 0.6820|1|                  | 0.06|2WHSPJ123554.7+055213
12 36 23.0112|+39 00 00.900|3HSPJ123623.0+390000|189.09588|+39.00025|0|5BZBJ1236+3900|15.1|-12.3|1| 0.3890|1|4FGL J1236.3+3858 | 0.20|
12 37 05.6112|+30 20 05.100|3HSPJ123705.6+302005|189.27338|+30.33475|0|5BZBJ1237+3020|17.3|-12.2|1| 0.3300|2|                  | 0.25|2WHSPJ123705.5+302004
12 37 39.0792|+62 58 42.888|3HSPJ123739.1+625842|189.41283|+62.97858|0|5BZBJ1237+6258|16.0|-11.9|1| 0.2970|1|4FGL J1237.8+6256 | 0.50|2WHSPJ123738.9+625841
12 38 00.1704|+26 35 53.304|3HSPJ123800.2+263553|189.50071|+26.59814|2|              |16.8|-12.9|1| 0.2100|1|                  | 0.05|2WHSPJ123800.1+263553
12 38 26.0400|+44 31 37.092|3HSPJ123826.0+443137|189.60850|+44.52697|0|5BZBJ1238+4431|16.0|-12.8|1| 0.3120|1|                  | 0.06|2WHSPJ123825.9+443136
12 39 22.6392|+41 32 51.216|3HSPJ123922.6+413251|189.84433|+41.54756|0|5BZBJ1239+4132|16.0|-12.2|3| 0.1600|2|                  | 0.25|2WHSPJ123922.6+413250
12 40 21.2088|-71 48 57.708|3HSPJ124021.0-714857|190.08837|-71.81603|3|              |17.4|-11.4|1| 0.2100|5|4FGL J1240.4-7148 | 1.58|
12 41 12.0696|+49 55 48.108|3HSPJ124112.1+495548|190.30029|+49.93003|1|              |16.1|-12.7|1| 0.2250|1|                  | 0.08|2WHSPJ124112.0+495547
12 41 41.4000|+34 40 30.792|3HSPJ124141.0+344030|190.42250|+34.67522|0|5BZBJ1241+3440|17.2|-11.7|1| 0.5400|1|4FGL J1241.5+3439 | 0.79|2WHSPJ124141.4+344029
12 41 48.2712|+06 36 01.188|3HSPJ124148.3+063601|190.45113|+06.60033|0|5BZBJ1241+0636|16.2|-12.0|1| 0.5100|3|4FGL J1241.9+0636 | 0.40|2WHSPJ124148.1+063601
12 41 49.3992|-14 55 58.404|3HSPJ124149.4-145558|190.45583|-14.93289|0|5BZBJ1241-1455|15.1|-11.5|1| 0.4400|3|4FGL J1241.8-1456 | 1.26|2WHSPJ124149.3-145558
12 42 32.3400|+76 34 17.688|3HSPJ124232.3+763417|190.63475|+76.57158|0|5BZBJ1242+7634|16.6|-12.3|1| 0.4800|5|                  | 0.20|2WHSPJ124232.2+763417
12 43 12.7392|+36 27 43.992|3HSPJ124312.7+362744|190.80308|+36.46222|0|5BZBJ1243+3627|16.1|-10.8|1| 0.3100|3|4FGL J1243.2+3627 | 6.31|2WHSPJ124312.7+362743
12 44 30.7512|+35 10 03.108|3HSPJ124430.8+351003|191.12813|+35.16753|1|              |16.0|-12.7|2| 0.6500|5|                  | 0.08|2WHSPJ124430.7+351002
12 47 00.7392|+44 23 18.816|3HSPJ124700.7+442318|191.75308|+44.38856|0|5BZBJ1247+4423|16.2|-12.0|1| 0.6000|2|4FGL J1247.0+4421 | 0.40|2WHSPJ124700.7+442317
12 48 16.6392|+07 42 58.608|3HSPJ124816.6+074258|192.06933|+07.71628|1|              |16.5|-12.7|2| 0.5700|1|                  | 0.08|2WHSPJ124816.6+074257
12 49 19.3104|-28 08 34.404|3HSPJ124919.3-280834|192.33046|-28.14289|0|              |16.0|-11.8|1| 0.1500|5|4FGL J1249.2-2809 | 0.63|2WHSPJ124919.3-280834
12 49 46.7400|+37 07 47.784|3HSPJ124946.7+370747|192.44475|+37.12994|0|5BZBJ1249+3707|15.6|-12.2|1| 0.2860|2|4FGL J1249.8+3707 | 0.25|
12 50 15.5304|+31 55 59.412|3HSPJ125015.5+315559|192.56471|+31.93317|0|5BZBJ1250+3155|16.4|-12.1|1| 0.6000|3|J125015.4+315559  | 0.32|2WHSPJ125015.4+315559
12 51 17.8800|+10 39 07.092|3HSPJ125117.9+103907|192.82450|+10.65197|0|5BZBJ1251+1039|15.6|-11.9|1| 0.2450|1|4FGL J1251.2+1039 | 0.50|2WHSPJ125117.8+103906
12 51 34.8312|-29 58 43.212|3HSPJ125134.8-295843|192.89513|-29.97867|0|5BZBJ1251-2958|17.0|-12.0|1| 0.4800|1|                  | 0.40|2WHSPJ125134.8-295842
12 53 00.9696|+38 26 25.908|3HSPJ125301.0+382625|193.25404|+38.44053|0|5BZBJ1253+3826|16.9|-12.0|1| 0.3720|1|                  | 0.40|2WHSPJ125300.8+382625
12 53 41.2608|-39 31 59.304|3HSPJ125341.3-393159|193.42192|-39.53314|0|5BZGJ1253-3931|17.9|-11.3|1| 0.1790|1|4FGL J1253.5-3934 | 2.00|2WHSPJ125341.2-393159
12 53 46.9992|+03 26 30.408|3HSPJ125347.0+032630|193.44583|+03.44178|0|5BZGJ1253+0326|15.7|-11.7|1| 0.0660|1|4FGL J1253.8+0327 | 0.79|
12 53 59.3400|+62 42 57.600|3HSPJ125359.3+624257|193.49725|+62.71600|0|5BZBJ1253+6242|16.4|-12.3|1| 0.3000|4|4FGL J1253.8+6242 | 0.20|2WHSPJ125359.2+624256
12 54 08.1408|-28 09 31.788|3HSPJ125408.1-280931|193.53392|-28.15883|2|              |15.7|-11.8|1|       | |                  | 0.63|2WHSPJ125408.1-280930
12 54 33.2712|+22 11 03.804|3HSPJ125433.3+221103|193.63863|+22.18439|0|5BZBJ1254+2211|15.1|-11.6|1| 0.4200|3|4FGL J1254.5+2210 | 1.00|
12 54 45.4704|+47 01 32.484|3HSPJ125445.5+470132|193.68946|+47.02569|1|              |16.5|-12.6|1| 0.4000|5|                  | 0.10|2WHSPJ125445.4+470132
12 54 47.6304|-14 21 50.616|3HSPJ125447.6-142150|193.69846|-14.36406|1|              |16.3|-12.3|1| 0.5500|5|                  | 0.20|2WHSPJ125447.5-142150
12 54 49.2912|+57 04 52.716|3HSPJ125449.3+570452|193.70538|+57.08131|1|              |15.3|-12.8|1| 0.8400|2|                  | 0.06|2WHSPJ125449.2+570451
12 55 09.8112|+28 04 17.688|3HSPJ125509.8+280417|193.79088|+28.07158|0|              |16.8|-12.9|1| 0.6900|5|                  | 0.05|2WHSPJ125509.7+280417
12 55 28.6200|+09 11 00.204|3HSPJ125528.6+091100|193.86925|+09.18339|0|              |17.2|-12.3|1| 0.7000|5|                  | 0.20|2WHSPJ125528.6+091059
12 55 48.0600|+14 11 08.808|3HSPJ125548.1+141108|193.95025|+14.18578|0|              |16.4|-12.3|1| 0.6000|5|                  | 0.20|2WHSPJ125547.9+141108
12 56 15.9504|-11 46 37.308|3HSPJ125616.0-114637|194.06646|-11.77703|0|5BZGJ1256-1146|15.7|-11.5|1| 0.0580|1|4FGL J1256.2-1146 | 1.26|
12 56 39.3504|+06 09 07.812|3HSPJ125639.4+060907|194.16396|+06.15217|3|5BZBJ1256+0609|16.5|-12.5|1| 0.4230|1|                  | 0.13|2WHSPJ125639.3+060906
12 57 08.3688|+26 49 25.716|3HSPJ125708.4+264925|194.28487|+26.82381|0|              |17.7|-12.6|1| 0.3750|1|                  | 0.10|2WHSPJ125708.2+264924
12 57 23.9592|+48 32 32.388|3HSPJ125724.0+483232|194.34983|+48.54233|2|              |16.5|-12.9|2| 0.7270|2|                  | 0.05|2WHSPJ125723.8+483231
12 57 31.9296|+24 12 40.284|3HSPJ125731.9+241240|194.38304|+24.21119|0|5BZBJ1257+2412|16.9|-11.5|1| 0.1400|1|4FGL J1257.6+2413 | 1.26|2WHSPJ125731.9+241239
12 58 20.8104|+61 20 45.492|3HSPJ125820.8+612045|194.58671|+61.34597|0|5BZBJ1258+6120|15.3|-12.3|1| 0.2240|1|4FGL J1258.3+6121 | 0.20|
12 58 21.4608|+21 23 51.108|3HSPJ125821.5+212351|194.58942|+21.39753|0|              |16.4|-12.5|1| 0.5000|5|3FGL J1258.4+2123 | 0.13|
